t,temp,press,vib,severity,anom_temp,anom_press,anom_vib
215,60.18602987187383,5.074059139547032,2.4055534068124587,OK,0,0,0
216,59.12341597375351,5.20535102723256,2.3706253688949785,OK,0,0,0
217,59.26935522996738,5.197970562453031,2.2343991177650504,OK,0,0,0
218,60.77531158449945,5.466334338252115,1.8878726084802897,OK,0,0,0
219,59.74639971518824,5.0972559361243235,2.0744372563294453,OK,0,0,0
220,60.351656638301705,5.130585265291434,2.243745322942958,OK,0,0,0
221,60.16671189972469,5.472506409287919,2.3330751742720195,OK,0,0,0
222,59.997539280033905,4.948659370289283,2.1685037649940857,WARN,0,1,0
223,60.69339300215227,5.0838676737908015,2.0534067836195895,OK,0,0,0
224,60.79901479821291,4.934649285567699,1.9077168268198597,WARN,0,1,0
225,60.056108523176064,5.223689278706537,2.0463518248349724,OK,0,0,0
226,59.34239260315709,5.256267664570709,2.007648088913289,OK,0,0,0
227,59.62353806842896,5.066087737047131,1.8279816605628292,WARN,0,0,1
228,60.72340074797045,5.17857847623019,2.1364510315313696,OK,0,0,0
229,61.07284333110759,5.106342253980159,1.9647025929790076,OK,0,0,0
230,60.18350055256576,5.07060490584151,1.694848458206727,ALERT,0,0,1
231,60.07796951912906,4.970322356850363,2.1279839947106263,WARN,0,1,0
232,60.07361322044645,4.985604778486117,2.1264041492616874,OK,0,0,0
233,60.54929971399282,4.839646034117015,2.150098848354066,ALERT,0,1,0
234,60.22196303226477,5.131438803623415,2.1060693566169784,OK,0,0,0
235,58.85752799838835,4.873763973640387,1.9674356281026648,WARN,1,1,0
236,59.357344404764746,4.950302275353666,2.049849271253953,OK,0,0,0
237,59.57400555768019,4.918312574161401,1.9659658807457,WARN,0,1,0
238,59.88917542908001,4.98415648342299,1.9566463241050291,OK,0,0,0
239,60.239084378762875,5.170010326151825,2.0232966200328466,OK,0,0,0
240,60.92860468033156,4.926782052573196,1.7780225295209489,WARN,0,0,1
241,59.444621710655866,4.979635461178326,1.6691526165808142,WARN,0,0,1
242,59.70128200709651,4.936530122370716,1.8470152735380791,OK,0,0,0
243,60.99778396141311,4.887794881577161,1.985502842461183,OK,0,0,0
244,59.1823499389884,4.881897280870345,1.8347017404073425,OK,0,0,0
245,60.80419020467075,5.024002930815728,2.049770401731927,OK,0,0,0
246,60.806827244645405,4.993615944380404,2.126450794504039,OK,0,0,0
247,65.32447114836653,4.887148719712523,1.7443337023693564,ALERT,1,0,1
248,59.083841322807,4.906731163728685,1.8130538876445184,OK,0,0,0
249,54.847625662735126,4.678197797083624,1.987566233401293,ALERT,1,1,0
250,59.87218897942796,4.81473067469746,1.576543558720275,WARN,0,0,1
251,59.572452304591785,4.63709248194393,1.6614393012220023,WARN,0,1,1
252,61.20050279757215,4.7455797762636145,1.6070166020959529,WARN,0,0,1
253,60.26291884158267,4.925226344510909,1.767228777723131,OK,0,0,0
254,59.57073281159821,4.801050303711711,1.9918432192316984,OK,0,0,0
255,58.85031502547025,5.650797598837405,1.9148335449798255,WARN,0,1,0
256,58.958411783793736,4.818304864077448,1.703685709169899,OK,0,0,0
257,60.00365979961723,4.622716724049868,1.6502308308698668,WARN,0,1,0
258,60.52743587849126,4.882978370959758,1.6281575467938858,OK,0,0,0
259,61.40898482863436,4.782574163622576,1.7992286962494357,OK,0,0,0
260,60.05309798703564,4.822789221449668,1.9443409243575265,OK,0,0,0
261,58.79502963220445,4.867651602095792,1.9119140801519867,OK,0,0,0
262,59.23462117263051,4.832919441457156,1.6142333162893934,OK,0,0,0
263,59.503857146651995,4.884926444894416,1.5479233214780446,WARN,0,0,1
264,59.826325519109155,4.857288292416298,1.5770881901106215,OK,0,0,0
265,58.85540904598968,4.567401082343362,1.8760759491043555,WARN,0,1,0
266,59.08476856164487,4.7051806753182825,1.4980221035239518,WARN,0,0,1
267,59.792260527341895,4.707454765778289,1.842743735028143,OK,0,0,0
268,60.26839527999218,4.6216227536316286,1.6246275811334372,OK,0,0,0
269,59.56207139348699,4.651100926006206,1.7320742513958545,OK,0,0,0
270,59.68511389804892,4.598359019471228,1.8105147230026464,OK,0,0,0
271,59.28321697834858,4.7972124872296344,1.7201652169295605,OK,0,0,0
272,59.07965857269905,4.7608148071105525,1.6675962482335331,OK,0,0,0
273,55.563332388676145,4.529782177476949,1.726145039495248,ALERT,1,0,0
274,59.84117337116042,4.497428406208828,1.5786038819998685,OK,0,0,0
275,60.82992983476382,4.6215366448371675,1.9226762613202788,OK,0,0,0
276,60.50806148128811,4.6537914926873505,1.825598301022448,OK,0,0,0
277,59.492227255157935,4.598536625686321,1.8161790695725408,OK,0,0,0
278,58.26809645964077,4.742556027006275,1.7051953268772122,OK,0,0,0
279,59.61076668867913,4.747990866491827,1.515804085123103,OK,0,0,0
280,60.11210975697599,4.653084682959548,0.0577124246771284,ALERT,0,0,1
281,59.68747907612772,4.825908391447238,1.5962378683660772,OK,0,0,0
282,64.55394523918912,4.76123132593601,1.7124913085996478,ALERT,1,0,0
283,59.57134347532046,4.681828402560701,1.7211464140566206,OK,0,0,0
284,59.82334766095082,4.627981782120175,3.076844016499151,ALERT,0,0,1
285,59.49484932944615,4.74957154731067,1.61302077870569,OK,0,0,0
286,59.60624949885314,4.882819128585251,1.5402496330461106,OK,0,0,0
287,60.66950669950768,4.733219238820538,1.6826581120829107,OK,0,0,0
1,59.79558531001397,5.0144875305843675,2.032831586566919,OK,0,0,0
2,59.30574178772045,5.023227311895485,2.311746184829727,OK,0,0,0
3,59.34837704142424,4.826836257760413,2.154207220893861,OK,0,0,0
4,60.22396595562471,5.019485683501257,2.2053352649853353,OK,0,0,0
5,59.5139920878959,5.636750039959551,1.9692578491893753,OK,0,0,0
6,59.30702724924525,5.069896206196921,1.8867995040328671,OK,0,0,0
7,60.43275320125959,5.089988157680453,2.1077262904456693,OK,0,0,0
8,60.3957733028377,4.919715956756571,2.208455505220207,OK,0,0,0
9,59.87182128096188,5.054451425063233,2.164000044899809,OK,0,0,0
10,59.9649106199767,4.889667050523181,2.176813588295285,OK,0,0,0
11,61.01116816170209,5.238572266742467,2.2297082781901425,OK,0,0,0
12,58.61198077608031,5.222598327186244,2.124466719558126,OK,0,0,0
13,59.66925775825021,5.080892989833277,2.222214704446042,OK,0,0,0
14,59.699670309730465,5.122014863611568,1.9761439634817053,OK,0,0,0
15,60.64541971550915,4.9358083934550505,1.9569002513079443,OK,0,0,0
16,60.27890699291307,5.063281437799188,2.255503006639189,OK,0,0,0
17,59.781381371248955,5.241231158431336,2.3779913414128457,OK,0,0,0
18,61.56217088464615,5.240935758007345,2.0024887851081488,WARN,0,0,0
19,60.184503191500106,5.191098230710842,2.3167972897994544,OK,0,0,0
20,59.071071811671715,5.151289349434654,2.1410378310731253,OK,0,0,0
21,61.294499421270125,5.054006562502115,2.1892782758779945,OK,0,0,0
22,60.27376402597928,5.079123160634074,2.0035831612495563,OK,0,0,0
23,60.624539809632715,5.460455074302552,2.288327657516407,OK,0,0,0
24,59.74633853142225,5.151916529894756,2.2221518086440075,OK,0,0,0
25,60.517488878013744,5.429465395542923,2.2656076701754886,OK,0,0,0
26,59.61237824570891,5.303013944020578,2.183656366771205,OK,0,0,0
27,59.91960428754876,5.178223521003354,1.86009124167714,WARN,0,0,0
28,59.79829997374341,5.253663443633075,2.3959965692035357,OK,0,0,0
29,59.31693952601179,5.272302757750749,2.15007779656316,OK,0,0,0
30,60.19265245742282,5.220100817983566,2.1404498086889507,OK,0,0,0
31,60.61862457269133,4.4927778435931245,2.479470382002108,ALERT,0,1,1
32,61.427172516229824,5.464557822641856,2.327206450816334,OK,1,0,0
33,59.81841926767694,5.246706226249891,2.5175053044110394,WARN,0,0,1
34,60.86519008427628,5.035922770413407,2.101710152984793,OK,0,0,0
35,60.005627234783496,5.289531175716294,2.40432898658142,OK,0,0,0
36,60.27812016547558,5.250059990444944,2.227927974343814,OK,0,0,0
37,60.49454025643251,5.321778390651606,2.4330569314575214,OK,0,0,0
38,59.72590421312706,5.252614299812044,2.356695244230778,OK,0,0,0
39,60.9129450195589,5.157258102251966,2.113675719758392,OK,0,0,0
40,60.43442461638936,5.2809976442852475,1.9564090643725889,OK,0,0,0
41,60.253148333695265,5.160333870305838,2.362649151064253,OK,0,0,0
42,60.30993320205158,5.243893899164864,2.2837879371754286,OK,0,0,0
43,61.448033612647784,5.467174139410731,2.219339641046446,OK,1,0,0
44,60.20742218859253,5.179812183162126,2.0247064952548213,OK,0,0,0
45,60.79471426501467,5.240249327142152,2.299195051533417,OK,0,0,0
46,60.27388344984728,5.212366182291122,2.389318325036476,OK,0,0,0
47,59.8066066376177,5.27658631184249,2.369597103087385,OK,0,0,0
48,60.28540407251204,5.139880497767718,2.3696354359347938,OK,0,0,0
49,60.197059205840574,5.349846082997425,2.681894121341192,WARN,0,0,1
50,60.48620215311501,5.159714469133119,2.4723584787378634,OK,0,0,0
51,59.808112777278545,5.191279898960906,2.178753854495886,OK,0,0,0
52,60.12653888000949,5.255062080725454,2.3921916251819044,OK,0,0,0
53,61.26178694335931,5.091257679556771,2.355572094723737,OK,0,0,0
54,59.413188084345734,5.338763065276455,2.145921602400237,OK,0,0,0
55,59.16974834991325,5.39498594837347,2.576459685584771,OK,0,0,1
56,60.85418424059963,5.068012908896165,2.1758922002512087,OK,0,0,0
57,59.310636393203715,5.169118673067028,2.43999862461375,OK,0,0,0
58,59.198806087132574,5.180249346017143,2.3729510393049296,OK,0,0,0
59,60.59446143339614,5.090163105348387,2.23529009651184,OK,0,0,0
60,59.56751079497639,5.287545150764182,2.375029954187298,OK,0,0,0
61,60.20768703329235,5.174030566951918,2.3322162692687995,OK,0,0,0
62,59.99793552197353,5.2813514150116605,2.307550239657877,OK,0,0,0
63,60.89436998441372,5.114538223022422,1.3443120489497375,ALERT,0,0,1
64,60.42692993352914,4.949435508133987,2.0715011045825173,OK,0,0,0
65,59.57553760919691,5.058066673553183,2.2576857149872565,OK,0,0,0
66,62.86147012932049,5.222001119550108,2.1423227066542636,ALERT,1,0,0
67,60.258923953661416,5.026047247743531,2.1947332140094074,OK,0,0,0
68,59.295705182589025,5.0918423968075395,2.245164536783892,OK,0,0,0
69,59.64307288143368,5.151153256434474,2.258926102225953,OK,0,0,0
70,61.07700508762698,5.183953686246964,1.9271480027047032,OK,0,0,0
71,59.081257871404006,5.0272854363823605,1.9496259210769016,OK,0,0,0
72,60.74960328102001,4.994454558663583,1.943519095189585,OK,0,0,0
73,59.7248670037874,5.161104829941419,1.9768658844670617,OK,0,0,0
74,60.60573075253416,5.065930929405208,2.2003493324335737,OK,0,0,0
75,60.28853657943062,5.058554318566589,1.7343210817637829,WARN,0,0,1
76,60.5650443228648,4.875483709761803,2.0365789632463236,WARN,0,1,0
77,59.604586554972315,5.065632444839111,2.2777473980800695,OK,0,0,0
78,59.7470115138764,5.000994569130634,1.9110684217933656,OK,0,0,0
79,60.15804201047348,5.072399829573154,2.0701168806642127,OK,0,0,0
80,60.270509415880895,4.9948966593777975,1.924196797897984,OK,0,0,0
81,59.90031650489542,5.1071590319766385,1.9052514391311892,OK,0,0,0
82,59.289129427457496,4.950493125501399,1.825269169184592,OK,0,0,0
83,59.63794721159664,4.807981256607256,2.0075944494004423,WARN,0,1,0
84,60.55411512394837,4.800471402808415,1.9829737112722063,WARN,0,1,0
85,59.92273696029993,5.212355730407682,2.100700741309904,OK,0,0,0
86,59.99979290321268,4.811002583802811,1.908443167098792,OK,0,1,0
87,59.717725054036976,4.991499159228451,1.841052202097672,OK,0,0,0
88,60.41739670098328,4.986048925828107,1.974644685715722,OK,0,0,0
89,60.58385241780001,4.860901765240359,1.938282715358698,OK,0,0,0
90,60.74571133812104,4.830656186493269,1.9948089126154385,OK,0,0,0
91,59.91735878231496,4.011760371735718,1.6805651984847825,ALERT,0,1,1
92,60.34454616936045,4.895030187993214,2.1073872658733537,OK,0,0,0
93,60.7853677486481,4.787442660663305,1.7063632821247443,OK,0,0,0
94,59.88327173691127,4.688653528452571,1.9574551159009503,OK,0,0,0
95,60.049364489065965,4.792103545808721,1.7244386408263948,OK,0,0,0
96,59.0781993683966,4.823246793156757,1.754606188931732,OK,0,0,0
97,60.20465383306155,4.9488107191630135,1.78753246970058,OK,0,0,0
98,60.52103337006124,4.766800008950786,1.8999683406761867,OK,0,0,0
99,62.95219681591728,4.905262171262605,1.6334269884556285,ALERT,1,0,0
100,59.672839120914325,4.635320844925804,1.8613215053103505,OK,0,0,0
101,59.44597084701478,4.788883840861425,1.7337152840866248,OK,0,0,0
102,59.38277142524549,4.520425563330373,1.7932586703472335,WARN,0,1,0
103,59.55469719098844,4.667688114031417,1.5529216157776724,OK,0,0,1
104,60.42521788187484,4.724048017298464,1.8998496849324755,OK,0,0,0
105,58.97057307405222,4.778262075113307,1.756338768765998,OK,0,0,0
106,60.12145027775919,4.774049643413563,2.195798422000504,OK,0,0,0
107,59.39459844168416,4.77858568980716,1.873185737060974,OK,0,0,0
108,59.03548779101312,4.6104604251107375,1.9402156000508504,OK,0,0,0
109,60.30090275236901,4.672916277763126,1.6229564468355964,OK,0,0,0
110,59.07621831001696,4.757056531688254,1.5112450975000142,OK,0,0,1
111,59.21985157384239,4.746973338257264,1.6219803764319354,OK,0,0,0
112,60.46130614410022,4.641151951865947,1.6611663561403558,OK,0,0,0
113,59.2489699493852,4.65271306289938,1.6942004979351326,OK,0,0,0
114,60.004630782131535,4.60686631961053,1.6454028089469772,OK,0,0,0
115,60.694998510109805,4.894466773497079,1.676438921354739,OK,0,0,0
116,59.11602109802326,4.554850832376551,1.6178819335415917,OK,0,0,0
117,59.85859554718394,4.668033911718253,1.7797661595795715,OK,0,0,0
118,59.48795537012324,4.936126945673098,1.8287694336909124,OK,0,0,0
119,58.73634505027012,4.64799553639032,1.6784957887956344,OK,0,0,0
120,60.262915941905064,4.776204475332862,1.7042195633339716,OK,0,0,0
121,63.642399570498355,4.858967157105274,1.6069176767500606,ALERT,1,0,0
122,59.94142311072633,4.62730367783426,1.621672399764428,OK,0,0,0
123,59.85396346280045,4.73204500376711,1.9426747206800383,OK,0,0,0
124,60.39968370708607,4.703539166184646,1.6165384365293165,OK,0,0,0
125,60.08811981852751,4.661850156646528,1.4999926957789385,OK,0,0,0
126,59.095652381087625,4.982906589100626,1.611095322777031,OK,0,0,0
127,59.015583345408665,4.703724596934624,1.586754988183671,OK,0,0,0
128,59.5728182283008,4.570907315335561,1.5695950283785636,OK,0,0,0
129,60.27446299710133,4.662173938074973,1.4821543051738917,OK,0,0,0
130,59.52488853134623,4.649702357976865,1.5385272290634049,OK,0,0,0
131,60.060543905373365,4.743840076104478,1.7778095223378676,OK,0,0,0
132,59.48523088473271,4.612600854269922,1.6946716117474696,OK,0,0,0
133,59.32124213890787,4.78233110463393,1.6755244738997486,OK,0,0,0
134,60.2103263967998,4.631792354343178,1.8081885167799283,OK,0,0,0
135,60.11472176967869,5.019660190418348,1.6239371418742692,OK,0,0,0
136,59.774833844693006,4.836206946177598,1.4868265996953745,OK,0,0,0
137,58.7326436300909,4.940180004986515,1.7997429421374942,OK,0,0,0
138,59.80932842532419,4.775436814049425,2.0276845559001315,OK,0,0,0
139,60.55947751643529,4.868235091264111,2.061442752943236,OK,0,0,0
140,59.576267498459075,4.878633816662133,1.7648533143516296,OK,0,0,0
141,58.95255092693565,4.870046143500398,1.9633304141664072,OK,0,0,0
142,59.862329068659584,4.95139196869219,1.8668586051512503,OK,0,0,0
